customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges,TotalCharges1
9381-NDKME,Female,1,Yes,No,24,0,No phone service,DSL,No,No,Yes,0,0,1,Month-to-month,Yes,Credit card (automatic),40.65,1,933.3,156.25
6502-KUGLL,Female,0,Yes,Yes,14,1,No,DSL,Yes,Yes,No,1,0,0,Month-to-month,No,Bank transfer (automatic),59.45,0,780.85,1604.5
1841-YSJGV,Male,0,Yes,No,72,1,Yes,Fiber optic,Yes,Yes,No,1,1,1,Two year,Yes,Credit card (automatic),109.95,0,7852.4,270.15
2794-XIMMO,Male,0,Yes,No,53,0,No phone service,DSL,No,Yes,Yes,1,1,1,One year,Yes,Electronic check,60.45,1,3184.25,20.6
8382-SHQEH,Female,0,Yes,No,8,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,84.9,1,764.95,1734.5
3511-BFTJW,Male,0,Yes,Yes,72,0,No phone service,DSL,Yes,Yes,Yes,0,0,0,Two year,No,Credit card (automatic),38.5,0,2763.0,7047.5
7668-XCFYV,Female,1,Yes,No,17,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,92.55,0,1614.7,573.15
2983-ZANRP,Female,0,Yes,Yes,2,1,No,Fiber optic,No,Yes,No,0,0,0,Month-to-month,Yes,Bank transfer (automatic),73.55,1,145.4,1538.6
7845-URHJN,Female,0,Yes,No,8,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Bank transfer (automatic),20.15,1,156.25,4459.8
3034-ZBEQN,Female,0,Yes,No,48,0,No phone service,DSL,No,Yes,Yes,0,0,0,One year,No,Mailed check,34.7,1,1604.5,7459.0
5018-HEKFO,Female,0,No,No,10,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Mailed check,24.5,0,270.15,306.05
2923-ARZLG,Male,0,Yes,Yes,0,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Mailed check,19.7,0,,639.7
3976-NLDEZ,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.6,0,20.6,348.15
2282-YGNOR,Female,0,No,No,29,1,No,DSL,Yes,No,Yes,1,0,0,One year,No,Credit card (automatic),58.0,0,1734.5,4533.9
5336-UFNZP,Female,1,Yes,Yes,65,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,One year,Yes,Electronic check,107.45,0,7047.5,5563.65
6854-EXGSF,Female,0,No,No,8,1,Yes,DSL,Yes,Yes,Yes,0,0,0,Month-to-month,Yes,Bank transfer (automatic),65.5,0,573.15,1587.55
1241-EZFMJ,Male,0,Yes,No,61,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),25.45,0,1538.6,40.25
9233-PSYHO,Female,1,No,No,45,1,Yes,Fiber optic,No,No,Yes,0,1,1,One year,Yes,Bank transfer (automatic),100.15,0,4459.8,842.9
5376-PCKNB,Male,0,Yes,Yes,72,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,One year,Yes,Credit card (automatic),104.45,0,7459.0,4228.55
8044-BGWPI,Male,0,Yes,Yes,12,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Electronic check,21.15,0,306.05,784.45
4060-LDNLU,Male,0,No,No,7,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,No,Electronic check,96.2,0,639.7,3729.75
3589-PPVKW,Male,0,No,No,9,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,44.4,0,348.15,1406.9
8327-LZKAS,Female,1,Yes,No,43,1,Yes,Fiber optic,No,No,Yes,1,1,1,One year,Yes,Electronic check,107.55,1,4533.9,1857.3
5887-IKKYO,Male,0,Yes,Yes,58,1,Yes,Fiber optic,No,No,Yes,1,0,1,Two year,No,Bank transfer (automatic),94.35,0,5563.65,7322.5
1075-BGWOH,Male,1,Yes,No,16,1,Yes,Fiber optic,No,No,Yes,0,1,1,Month-to-month,Yes,Electronic check,98.75,1,1587.55,6725.5
1755-RMCXH,Male,0,Yes,Yes,2,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.3,0,40.25,3627.3
0302-JOIVN,Female,0,Yes,No,8,1,No,Fiber optic,No,Yes,Yes,0,1,1,Month-to-month,No,Electronic check,101.15,1,842.9,1761.45
3858-XHYJO,Female,0,Yes,No,40,1,Yes,Fiber optic,Yes,No,Yes,0,1,1,One year,No,Bank transfer (automatic),105.75,0,4228.55,1725.95
4299-SIMNS,Male,0,No,No,9,1,Yes,Fiber optic,Yes,No,No,0,0,0,Month-to-month,Yes,Electronic check,81.15,0,784.45,4192.15
7025-IWFHT,Male,0,No,No,41,1,No,Fiber optic,No,Yes,No,1,1,0,One year,Yes,Electronic check,89.55,0,3729.75,1411.2
6261-LHRTG,Female,0,No,No,26,1,No,DSL,No,Yes,Yes,0,0,0,Month-to-month,Yes,Credit card (automatic),54.75,0,1406.9,164.5
7841-FCRQD,Female,0,Yes,No,33,1,No,DSL,No,Yes,No,1,0,0,One year,Yes,Credit card (automatic),53.75,0,1857.3,2724.6
2056-EVGZL,Male,0,Yes,Yes,68,1,No,Fiber optic,No,Yes,Yes,1,1,1,One year,No,Credit card (automatic),105.75,0,7322.5,264.55
8777-MBMTS,Female,1,Yes,No,65,1,No,Fiber optic,No,Yes,Yes,1,1,1,Two year,Yes,Credit card (automatic),105.85,0,6725.5,4671.7
7753-USQYQ,Male,0,No,No,55,1,No,DSL,No,Yes,No,1,0,1,One year,Yes,Electronic check,64.2,0,3627.3,1173.55
5366-IJEQJ,Male,0,No,No,20,1,Yes,Fiber optic,No,No,Yes,0,1,0,Month-to-month,Yes,Electronic check,88.7,1,1761.45,318.5
7661-CPURM,Male,0,No,No,19,1,No,Fiber optic,No,No,No,1,0,1,One year,Yes,Credit card (automatic),87.7,0,1725.95,7713.55
6233-HXJMX,Female,0,No,No,45,1,Yes,Fiber optic,No,No,Yes,0,0,1,Month-to-month,Yes,Credit card (automatic),89.3,0,4192.15,2471.25
5902-WBLSE,Female,0,Yes,Yes,70,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Credit card (automatic),20.15,0,1411.2,7842.3
1981-INRFU,Female,0,No,No,2,1,No,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Electronic check,79.75,1,164.5,2227.8
4971-PUYQO,Female,0,No,No,27,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Mailed check,94.55,1,2724.6,4990.25
3239-TPHPZ,Female,0,Yes,No,12,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Electronic check,20.05,0,264.55,3744.05
5115-GZDEL,Male,0,No,Yes,72,0,No phone service,DSL,Yes,Yes,Yes,1,1,1,Two year,No,Credit card (automatic),67.2,0,4671.7,7220.35
3338-CVVEH,Male,0,No,No,12,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,No,Electronic check,94.55,0,1173.55,2351.45
8485-GJCDN,Female,1,No,No,5,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,69.05,1,318.5,2989.6
2615-YVMYX,Male,1,Yes,No,71,1,Yes,Fiber optic,Yes,Yes,Yes,0,1,1,Month-to-month,Yes,Electronic check,107.5,0,7713.55,6077.75
2851-STERV,Male,1,No,No,35,1,No,DSL,No,No,Yes,1,1,1,One year,Yes,Electronic check,73.0,0,2471.25,4070.95
4393-GEADV,Male,0,Yes,Yes,70,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,Two year,No,Credit card (automatic),114.75,0,7842.3,2479.05
8486-AYEQH,Female,0,No,No,31,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,76.05,0,2227.8,2134.3
1527-SXDPN,Male,0,Yes,Yes,52,1,Yes,Fiber optic,No,No,Yes,1,0,1,Two year,Yes,Bank transfer (automatic),96.25,1,4990.25,6000.1
6029-WTIPC,Male,1,No,No,37,1,Yes,Fiber optic,No,No,Yes,0,1,1,Month-to-month,Yes,Electronic check,101.1,1,3744.05,2203.1
8634-CILSZ,Male,0,No,No,69,1,Yes,Fiber optic,No,Yes,No,1,1,1,One year,Yes,Bank transfer (automatic),104.7,1,7220.35,183.15
5419-JKZNQ,Male,1,Yes,No,30,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Mailed check,77.9,0,2351.45,6194.1
2495-KZNFB,Female,0,No,No,33,1,Yes,Fiber optic,Yes,No,No,0,0,1,Month-to-month,Yes,Electronic check,90.65,0,2989.6,638.95
1409-PHXTF,Male,1,Yes,No,54,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,Two year,Yes,Electronic check,110.45,0,6077.75,2139.2
4560-WQAQW,Female,0,No,No,59,1,Yes,DSL,Yes,No,No,1,0,1,One year,No,Bank transfer (automatic),68.7,0,4070.95,831.75
9591-YVTEB,Male,1,No,No,55,0,No phone service,DSL,Yes,Yes,No,0,1,0,Month-to-month,Yes,Electronic check,44.85,0,2479.05,521.3
9309-BZGNT,Male,1,Yes,No,69,0,No phone service,DSL,No,No,Yes,0,0,0,One year,Yes,Credit card (automatic),29.8,0,2134.3,1337.5
4274-DRSQT,Female,0,No,No,66,1,Yes,Fiber optic,No,Yes,No,0,1,0,One year,Yes,Bank transfer (automatic),88.9,0,6000.1,7181.95
2027-DNKIV,Male,0,Yes,Yes,37,1,No,DSL,Yes,No,Yes,1,0,0,One year,Yes,Mailed check,58.75,0,2203.1,608.0
8075-GXIUB,Male,1,Yes,No,9,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Credit card (automatic),19.85,0,183.15,2560.1
2885-HIJDH,Male,0,Yes,Yes,69,1,Yes,DSL,Yes,No,Yes,1,1,1,Two year,No,Bank transfer (automatic),86.9,0,6194.1,577.6
5424-RLQLC,Male,0,No,No,10,1,No,DSL,No,Yes,No,0,1,0,Month-to-month,Yes,Mailed check,59.65,0,638.95,5953.0
6682-QJDGB,Male,0,No,Yes,40,1,No,DSL,Yes,Yes,No,0,0,0,Month-to-month,Yes,Mailed check,55.25,1,2139.2,1790.15
6507-DTJZV,Male,0,No,Yes,13,1,No,DSL,No,No,No,0,1,1,Month-to-month,No,Credit card (automatic),66.4,0,831.75,2531.4
8780-IXSTS,Female,0,No,No,6,1,Yes,Fiber optic,No,Yes,No,0,1,0,Month-to-month,Yes,Electronic check,90.1,1,521.3,4760.3
7673-BQGKU,Female,0,Yes,Yes,69,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),20.15,0,1337.5,292.85
6723-WSNTY,Female,1,Yes,No,66,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,One year,Yes,Credit card (automatic),108.1,0,7181.95,953.65
9530-EHPOH,Male,0,No,No,11,1,Yes,DSL,No,No,Yes,0,0,0,Month-to-month,No,Electronic check,53.75,1,608.0,198.0
2725-IWWBA,Male,0,Yes,Yes,46,1,No,DSL,Yes,No,Yes,1,0,0,One year,No,Mailed check,56.9,0,2560.1,5705.05
0345-HKJVM,Female,0,No,No,6,1,No,Fiber optic,No,No,No,0,1,1,Month-to-month,No,Electronic check,89.3,1,577.6,609.9
1061-PNTHC,Female,0,Yes,Yes,56,1,Yes,Fiber optic,Yes,No,Yes,1,1,1,Month-to-month,Yes,Mailed check,109.6,0,5953.0,20.55
0394-YONDK,Male,0,Yes,Yes,70,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),25.15,0,1790.15,79.65
6574-MCOEH,Female,0,Yes,Yes,33,1,Yes,DSL,No,No,Yes,1,1,1,One year,Yes,Electronic check,79.15,0,2531.4,6993.65
7399-QHBJS,Female,0,Yes,Yes,72,1,Yes,DSL,Yes,Yes,No,1,0,0,Two year,No,Credit card (automatic),66.75,0,4760.3,4122.65
3049-SOLAY,Female,0,Yes,No,3,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,95.2,1,292.85,5762.95
0997-YTLNY,Female,0,No,Yes,19,1,No,DSL,No,No,No,1,0,0,Month-to-month,No,Mailed check,48.8,0,953.65,1537.85
3317-HRTNN,Female,1,No,No,5,0,No phone service,DSL,No,No,No,0,1,1,Month-to-month,No,Electronic check,45.7,1,198.0,2603.3
9479-HYNYL,Female,0,Yes,No,71,1,No,DSL,No,Yes,Yes,1,1,1,Two year,Yes,Credit card (automatic),80.7,0,5705.05,5566.4
3235-ETOOB,Male,0,Yes,No,8,1,No,Fiber optic,Yes,No,No,0,0,0,Month-to-month,Yes,Electronic check,74.5,1,609.9,5431.9
9708-KFDBY,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Credit card (automatic),20.55,0,20.55,2258.25
8058-INTPH,Female,0,No,No,1,1,No,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Electronic check,79.65,1,79.65,1092.35
3642-GKTCT,Female,0,No,No,61,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,One year,Yes,Mailed check,115.1,0,6993.65,6401.25
0774-RMNUW,Female,0,Yes,Yes,71,0,No phone service,DSL,Yes,Yes,No,1,1,1,Two year,No,Bank transfer (automatic),59.7,0,4122.65,2812.2
1334-PDUKM,Female,0,Yes,No,68,1,Yes,Fiber optic,No,Yes,Yes,0,0,0,One year,No,Credit card (automatic),86.45,0,5762.95,80.05
0756-MPZRL,Male,0,No,No,46,0,No phone service,DSL,No,No,Yes,1,0,0,One year,No,Credit card (automatic),33.7,0,1537.85,2698.35
2242-MFOTG,Male,0,No,No,33,1,Yes,Fiber optic,Yes,No,No,0,0,0,One year,No,Bank transfer (automatic),80.1,0,2603.3,616.9
2927-CVULT,Female,0,Yes,Yes,53,1,Yes,Fiber optic,Yes,Yes,Yes,1,0,1,Two year,Yes,Bank transfer (automatic),104.05,0,5566.4,1912.85
2144-BFDSO,Female,1,Yes,No,50,1,Yes,Fiber optic,Yes,Yes,Yes,0,1,1,Month-to-month,No,Bank transfer (automatic),108.75,0,5431.9,849.1
8745-PVESG,Female,0,No,No,57,0,No phone service,DSL,Yes,No,Yes,1,0,0,One year,Yes,Credit card (automatic),41.1,0,2258.25,3460.3
7647-GYYKX,Female,0,Yes,Yes,54,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Bank transfer (automatic),20.35,0,1092.35,1465.75
5647-FXOTP,Female,1,Yes,No,60,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,Month-to-month,Yes,Electronic check,105.9,0,6401.25,90.1
5569-OUICF,Female,1,Yes,No,28,1,Yes,Fiber optic,No,No,No,1,1,1,Month-to-month,Yes,Credit card (automatic),101.3,1,2812.2,5555.3
8821-XNHVZ,Female,0,Yes,Yes,1,1,No,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Mailed check,80.05,1,80.05,1278.8
2082-OJVTK,Male,0,Yes,Yes,29,1,Yes,Fiber optic,No,No,Yes,0,0,1,Month-to-month,Yes,Electronic check,89.2,1,2698.35,2907.35
9700-ISPUP,Female,0,Yes,Yes,10,1,No,DSL,No,Yes,No,1,0,1,Month-to-month,Yes,Electronic check,65.5,0,616.9,146.3
9839-ETQOE,Male,0,No,Yes,43,0,No phone service,DSL,Yes,Yes,Yes,0,0,0,Month-to-month,Yes,Electronic check,40.45,0,1912.85,51.25
6078-VESFR,Male,1,Yes,No,13,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Bank transfer (automatic),70.45,0,849.1,4952.95
9027-TMATR,Female,0,Yes,No,43,1,No,DSL,Yes,No,Yes,1,1,1,Two year,Yes,Electronic check,78.8,0,3460.3,4504.9
5940-NFXKV,Male,0,Yes,Yes,19,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,83.65,1,1465.75,45.6
1941-HOSAM,Male,0,Yes,Yes,1,1,No,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,90.1,0,90.1,4520.15
9110-HSGTV,Female,0,No,No,69,1,No,DSL,Yes,No,Yes,1,1,1,Two year,Yes,Credit card (automatic),82.45,0,5555.3,267.35
0704-VCUMB,Female,0,Yes,No,61,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),20.25,0,1278.8,2316.85
6171-ZTVYB,Male,0,Yes,No,43,1,Yes,DSL,Yes,Yes,No,1,0,0,Month-to-month,No,Bank transfer (automatic),66.25,0,2907.35,8075.35
8053-WWDRO,Female,0,Yes,No,6,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Bank transfer (automatic),19.5,1,146.3,2302.35
9564-KCLHR,Male,0,No,No,1,1,No,DSL,No,No,No,1,0,0,Month-to-month,No,Mailed check,51.25,1,51.25,7251.9
1935-IMVBB,Male,0,Yes,No,56,1,No,Fiber optic,No,No,No,0,1,1,Month-to-month,No,Mailed check,89.7,0,4952.95,2078.55
2535-PBCGC,Female,0,Yes,No,70,0,No phone service,DSL,Yes,Yes,Yes,1,1,1,Two year,No,Bank transfer (automatic),64.55,0,4504.9,6225.4
2082-CEFLT,Male,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,45.6,1,45.6,1242.25
1470-PSXNM,Male,0,Yes,Yes,49,1,Yes,Fiber optic,No,Yes,Yes,0,1,0,One year,Yes,Electronic check,93.65,0,4520.15,99.45
1213-NGCUN,Female,0,No,No,6,1,No,DSL,No,No,No,1,0,0,Month-to-month,Yes,Bank transfer (automatic),49.65,1,267.35,288.05
2498-XLDZR,Female,0,Yes,Yes,32,1,No,DSL,Yes,Yes,Yes,1,0,1,Two year,No,Mailed check,73.6,0,2316.85,599.25
9866-OCCKE,Female,1,Yes,No,72,1,Yes,Fiber optic,Yes,No,Yes,1,1,1,Two year,Yes,Mailed check,109.75,0,8075.35,3462.1
5338-YHWYT,Male,0,No,Yes,37,1,No,DSL,Yes,Yes,No,1,0,0,Two year,No,Credit card (automatic),61.45,0,2302.35,853.0
7718-UPSKJ,Female,0,Yes,No,69,1,No,Fiber optic,Yes,Yes,No,1,1,1,One year,Yes,Credit card (automatic),106.4,0,7251.9,934.1
8731-WBBMB,Female,0,Yes,No,26,1,No,DSL,No,Yes,Yes,1,1,1,Month-to-month,No,Bank transfer (automatic),81.9,0,2078.55,2375.2
1448-CYWKC,Female,0,Yes,Yes,58,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,One year,Yes,Credit card (automatic),105.2,0,6225.4,2813.05
7901-IIDQV,Male,0,No,No,24,1,Yes,DSL,No,No,No,1,0,0,One year,No,Bank transfer (automatic),54.6,0,1242.25,1222.8
2690-DVRVK,Male,0,Yes,Yes,5,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Electronic check,20.55,0,99.45,5293.2
5688-KZTSN,Male,0,Yes,Yes,15,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Electronic check,20.0,1,288.05,6314.35
1270-XKUCC,Female,0,Yes,Yes,30,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.7,0,599.25,19.1
0334-ZFJSR,Female,0,Yes,No,55,1,Yes,DSL,Yes,Yes,No,1,0,0,One year,Yes,Credit card (automatic),66.05,0,3462.1,1003.05
2894-QOJRX,Female,0,Yes,No,25,0,No phone service,DSL,No,No,No,0,1,0,Month-to-month,Yes,Bank transfer (automatic),34.0,1,853.0,1593.1
5747-PMBSQ,Male,1,Yes,No,10,1,No,Fiber optic,No,Yes,Yes,1,1,0,Month-to-month,Yes,Mailed check,92.5,1,934.1,2509.95
5583-EJXRD,Male,0,Yes,Yes,44,0,No phone service,DSL,Yes,Yes,Yes,1,0,1,Two year,Yes,Credit card (automatic),54.05,0,2375.2,3187.65
4565-EVZMJ,Female,0,No,No,47,1,No,DSL,Yes,Yes,No,1,0,0,One year,Yes,Mailed check,58.9,0,2813.05,74.45
3143-JQEGI,Female,0,Yes,Yes,13,1,No,Fiber optic,No,No,No,0,1,1,Month-to-month,No,Electronic check,88.35,1,1222.8,2345.2
6386-SZZKH,Female,0,Yes,Yes,49,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,Two year,Yes,Bank transfer (automatic),107.95,1,5293.2,3330.1
3327-YBAKM,Female,0,Yes,No,64,1,No,Fiber optic,Yes,No,No,1,1,1,One year,Yes,Mailed check,96.9,0,6314.35,5522.7
9441-QHEVC,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,19.1,0,19.1,2335.3
6705-LNMDD,Male,0,No,No,20,1,No,DSL,No,No,No,1,0,0,Month-to-month,No,Mailed check,50.0,0,1003.05,4798.4
2580-ASVVY,Female,0,Yes,No,37,0,No phone service,DSL,Yes,No,No,1,1,0,Two year,No,Electronic check,45.4,0,1593.1,8594.4
3370-GQEAL,Male,0,Yes,Yes,30,1,Yes,Fiber optic,No,No,No,0,1,0,Month-to-month,No,Electronic check,85.45,0,2509.95,970.55
5032-USPKF,Female,0,No,No,38,1,Yes,DSL,Yes,Yes,Yes,0,1,1,One year,No,Bank transfer (automatic),84.1,0,3187.65,7665.8
2982-IHMFT,Female,1,No,No,1,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,74.45,1,74.45,3686.05
3521-SYVOR,Female,0,No,No,37,1,No,DSL,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,64.75,1,2345.2,1115.15
4254-QPEDE,Female,0,Yes,No,52,0,No phone service,DSL,Yes,Yes,Yes,1,1,1,Two year,No,Credit card (automatic),66.25,0,3330.1,2537.0
6283-GITPX,Male,0,No,Yes,71,1,No,DSL,Yes,Yes,Yes,1,1,0,Two year,Yes,Credit card (automatic),76.9,0,5522.7,1393.6
9526-JAWYF,Male,0,No,No,26,1,No,Fiber optic,No,Yes,Yes,0,1,0,Month-to-month,No,Electronic check,89.8,1,2335.3,89.35
0771-CHWSK,Male,0,No,No,66,1,Yes,DSL,Yes,Yes,Yes,0,0,1,Two year,Yes,Credit card (automatic),74.6,0,4798.4,4445.3
9788-HNGUT,Male,0,Yes,No,72,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,Two year,Yes,Credit card (automatic),116.95,0,8594.4,978.6
9495-REDIY,Male,0,No,Yes,25,0,No phone service,DSL,Yes,No,No,0,1,0,One year,Yes,Credit card (automatic),40.65,0,970.55,1258.15
5375-XLDOF,Male,0,Yes,Yes,69,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,Two year,Yes,Bank transfer (automatic),114.35,0,7665.8,331.35
1172-VIYBP,Male,0,Yes,Yes,53,1,Yes,DSL,Yes,Yes,No,0,0,1,Two year,No,Bank transfer (automatic),69.7,0,3686.05,291.4
5649-VUKMC,Female,0,No,No,12,1,No,Fiber optic,No,No,Yes,0,1,1,One year,No,Mailed check,95.5,1,1115.15,453.75
6559-PDZLR,Male,0,No,No,26,1,No,Fiber optic,No,No,Yes,1,1,1,Month-to-month,Yes,Electronic check,98.65,0,2537.0,84.75
8992-OBVDG,Male,0,No,No,21,1,No,DSL,No,No,Yes,0,0,1,Month-to-month,No,Mailed check,61.65,0,1393.6,1715.1
4273-MBHYA,Female,0,No,Yes,1,1,No,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,89.35,0,89.35,1715.15
4724-WXVWF,Male,0,No,No,48,1,Yes,Fiber optic,Yes,No,No,1,0,1,Month-to-month,Yes,Electronic check,95.4,0,4445.3,1597.25
5701-GUXDC,Female,0,Yes,No,26,0,No phone service,DSL,Yes,No,Yes,0,0,0,One year,No,Credit card (automatic),35.4,0,978.6,1250.1
1460-UZPRJ,Male,0,Yes,No,60,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.95,0,1258.15,3996.8
6082-GLJIX,Male,0,No,No,18,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,19.25,0,331.35,5215.1
5143-EGQFK,Female,1,No,No,10,0,No phone service,DSL,No,No,No,1,0,0,Month-to-month,Yes,Electronic check,29.65,1,291.4,235.5
4919-IKATY,Male,0,Yes,Yes,5,1,Yes,Fiber optic,Yes,No,Yes,0,0,0,Month-to-month,Yes,Electronic check,84.5,1,453.75,673.2
2495-TTHBQ,Female,0,No,Yes,4,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Mailed check,20.4,0,84.75,1442.2
0485-ZBSLN,Male,0,Yes,Yes,65,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),24.75,0,1715.1,5639.05
3810-PJUHR,Male,0,Yes,Yes,70,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,25.35,0,1715.15,5222.35
9050-QLROH,Male,0,No,No,18,1,Yes,Fiber optic,No,No,Yes,0,0,1,Month-to-month,Yes,Credit card (automatic),90.7,1,1597.25,7291.75
0847-HGRML,Male,0,No,Yes,62,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),20.0,0,1250.1,799.65
8232-CTLKO,Female,0,Yes,Yes,66,1,No,DSL,Yes,No,No,0,1,0,Two year,Yes,Electronic check,59.75,0,3996.8,50.8
9227-YBAXE,Female,0,Yes,Yes,65,1,Yes,DSL,Yes,Yes,No,1,1,1,Two year,Yes,Bank transfer (automatic),82.5,0,5215.1,424.5
6168-WFVVF,Female,1,No,No,3,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,70.3,1,235.5,249.4
9860-LISIZ,Female,0,No,No,34,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.35,0,673.2,4415.75
0112-QAWRZ,Male,0,Yes,Yes,16,1,Yes,Fiber optic,No,No,Yes,0,1,0,Month-to-month,Yes,Bank transfer (automatic),90.8,0,1442.2,5270.6
0877-SDMBN,Female,0,No,No,54,1,Yes,Fiber optic,Yes,No,Yes,0,1,1,One year,Yes,Bank transfer (automatic),103.95,1,5639.05,144.55
2786-GCDPI,Female,1,No,No,50,1,Yes,Fiber optic,No,No,Yes,1,1,1,Month-to-month,Yes,Electronic check,104.95,0,5222.35,2447.95
4043-MKDTV,Male,0,Yes,No,71,1,No,Fiber optic,No,Yes,Yes,1,1,1,Two year,Yes,Electronic check,105.25,0,7291.75,2884.9
8065-YKXKD,Female,0,No,No,10,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,74.75,1,799.65,3050.15
9637-EIHEQ,Female,0,No,No,1,1,No,DSL,No,No,No,1,0,0,Month-to-month,Yes,Electronic check,50.8,1,50.8,253.0
9229-RQABD,Male,0,No,No,18,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Mailed check,23.75,0,424.5,4517.25
8313-KTIHG,Male,0,No,No,4,1,No,DSL,No,No,No,1,1,0,Month-to-month,Yes,Electronic check,61.3,0,249.4,436.2
5320-BRKGK,Female,0,Yes,Yes,58,1,Yes,DSL,Yes,No,Yes,1,1,0,Two year,No,Mailed check,75.8,0,4415.75,118.4
6284-KMNUF,Female,0,Yes,No,56,1,Yes,Fiber optic,Yes,No,No,0,1,1,One year,Yes,Electronic check,98.0,0,5270.6,19.9
9689-PTNPG,Male,0,No,No,2,1,No,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Electronic check,80.25,1,144.55,3649.6
9465-RWMXL,Male,0,Yes,No,32,1,Yes,Fiber optic,No,No,Yes,0,0,0,Month-to-month,Yes,Electronic check,78.9,1,2447.95,1200.15
