gender,tenure,PhoneService,TechSupport,StreamingTV,StreamingMovies,Churn,TotalCharges
Female,3,1,0,1,1,1,292.85
Female,19,1,1,0,0,0,953.65
Female,5,0,0,1,1,1,198.0
Female,71,1,1,1,1,0,5705.05
Male,8,1,0,0,0,1,609.9
Male,1,1,0,0,0,0,20.55
Female,1,1,0,1,0,1,79.65
Female,61,1,1,1,1,0,6993.65
Female,71,0,1,1,1,0,4122.65
Female,68,1,0,0,0,0,5762.95
Male,46,0,1,0,0,0,1537.85
Male,33,1,0,0,0,0,2603.3
Female,53,1,1,0,1,0,5566.4
Female,50,1,0,1,1,0,5431.9
Female,57,0,1,0,0,0,2258.25
Female,54,1,0,0,0,0,1092.35
Female,60,1,0,1,1,0,6401.25
Female,28,1,1,1,1,1,2812.2
Female,1,1,0,1,0,1,80.05
Male,29,1,0,0,1,1,2698.35
Female,10,1,1,0,1,0,616.9
Male,43,0,0,0,0,0,1912.85
Male,13,1,0,0,0,0,849.1
Female,43,1,1,1,1,0,3460.3
Male,19,1,0,0,1,1,1465.75
Male,1,1,0,1,1,0,90.1
Female,69,1,1,1,1,0,5555.3
Female,61,1,0,0,0,0,1278.8
Male,43,1,1,0,0,0,2907.35
Female,6,1,0,0,0,1,146.3
Male,1,1,1,0,0,1,51.25
Male,56,1,0,1,1,0,4952.95
Female,70,0,1,1,1,0,4504.9
Male,1,1,0,0,0,1,45.6
Male,49,1,0,1,0,0,4520.15
Female,6,1,1,0,0,1,267.35
Female,32,1,1,0,1,0,2316.85
Female,72,1,1,1,1,0,8075.35
Male,37,1,1,0,0,0,2302.35
Female,69,1,1,1,1,0,7251.9
Female,26,1,1,1,1,0,2078.55
Female,58,1,0,1,1,0,6225.4
Male,24,1,1,0,0,0,1242.25
Male,5,1,0,0,0,0,99.45
Male,15,1,0,0,0,1,288.05
Female,30,1,0,0,0,0,599.25
Female,55,1,1,0,0,0,3462.1
Female,25,0,0,1,0,1,853.0
Male,10,1,1,1,0,1,934.1
Male,44,0,1,0,1,0,2375.2
Female,47,1,1,0,0,0,2813.05
Female,13,1,0,1,1,1,1222.8
Female,49,1,1,1,1,1,5293.2
Female,64,1,1,1,1,0,6314.35
Male,1,1,0,0,0,0,19.1
Male,20,1,1,0,0,0,1003.05
Female,37,0,1,1,0,0,1593.1
Male,30,1,0,1,0,0,2509.95
Female,38,1,0,1,1,0,3187.65
Female,1,1,0,0,0,1,74.45
Female,37,1,0,1,1,1,2345.2
Female,52,0,1,1,1,0,3330.1
Male,71,1,1,1,0,0,5522.7
Male,26,1,0,1,0,1,2335.3
Male,66,1,0,0,1,0,4798.4
Male,72,1,1,1,1,0,8594.4
Male,25,0,0,1,0,0,970.55
Male,69,1,1,1,1,0,7665.8
Male,53,1,0,0,1,0,3686.05
Female,12,1,0,1,1,1,1115.15
Male,26,1,1,1,1,0,2537.0
Male,21,1,0,0,1,0,1393.6
Female,1,1,0,1,1,0,89.35
Male,48,1,1,0,1,0,4445.3
Female,26,0,0,0,0,0,978.6
Male,60,1,0,0,0,0,1258.15
Male,18,1,0,0,0,0,331.35
Female,10,0,1,0,0,1,291.4
Male,5,1,0,0,0,1,453.75
Female,4,1,0,0,0,0,84.75
Male,65,1,0,0,0,0,1715.1
Male,70,1,0,0,0,0,1715.15
Male,18,1,0,0,1,1,1597.25
Male,62,1,0,0,0,0,1250.1
Female,66,1,0,1,0,0,3996.8
Female,65,1,1,1,1,0,5215.1
Female,3,1,0,0,0,1,235.5
Female,34,1,0,0,0,0,673.2
Male,16,1,0,1,0,0,1442.2
Female,54,1,0,1,1,1,5639.05
Female,50,1,1,1,1,0,5222.35
Male,71,1,1,1,1,0,7291.75
Female,10,1,0,0,0,1,799.65
Female,1,1,1,0,0,1,50.8
Male,18,1,0,0,0,0,424.5
Male,4,1,1,1,0,0,249.4
Female,58,1,1,1,0,0,4415.75
Female,56,1,0,1,1,0,5270.6
Male,2,1,0,1,0,1,144.55
Male,32,1,0,0,0,1,2447.95
Male,56,0,1,1,0,0,2884.9
Male,36,1,0,0,1,1,3050.15
Female,4,1,1,1,0,0,253.0
Male,53,1,0,1,0,1,4517.25
Male,10,1,0,0,0,0,436.2
Male,4,0,1,0,0,0,118.4
Male,1,1,0,0,0,1,19.9
Female,51,1,0,0,0,0,3649.6
Male,12,1,0,1,1,1,1200.15
Female,6,0,1,1,1,0,255.6
Male,63,0,1,0,0,0,2395.05
Female,1,1,0,0,0,1,70.6
Female,48,1,1,1,1,0,5083.55
Female,5,1,0,1,0,1,389.6
Female,35,1,0,0,0,0,644.5
Male,6,1,0,1,0,1,523.5
Male,2,1,0,0,0,0,39.3
Female,50,1,0,0,0,0,989.05
Female,33,1,0,0,0,0,2406.1
Male,31,1,0,0,0,0,638.55
Female,9,1,0,0,0,0,191.1
Female,54,1,1,1,1,0,4524.05
Female,46,1,0,1,0,0,4664.2
Male,34,1,0,1,1,0,3470.8
Male,71,1,0,1,1,0,6910.3
Female,63,1,1,0,0,0,4014.2
Female,51,1,0,0,0,0,1288.0
Female,26,1,0,1,0,1,2277.65
Female,64,1,0,1,1,0,6375.8
Female,1,0,0,0,0,1,24.8
Male,61,1,1,0,0,0,5251.75
Female,15,1,0,1,1,0,1505.45
Male,64,1,1,1,1,1,6903.1
Female,18,1,0,0,0,0,913.3
Female,57,1,0,1,1,0,5535.8
Male,14,1,0,0,1,0,815.55
Male,18,1,0,0,0,0,1411.65
Female,72,1,0,0,0,0,5602.25
Male,70,1,1,1,1,0,8244.3
Female,38,1,0,0,0,0,741.5
Male,68,1,1,0,0,0,4375.8
Male,13,1,0,0,1,1,1008.7
Male,65,1,0,1,0,0,5968.4
Female,30,1,0,1,1,0,3096.9
Male,51,1,1,1,1,0,3901.25
Female,31,1,0,0,0,0,2613.4
Female,9,1,0,1,1,1,853.1
Female,72,1,1,0,1,0,5661.7
Male,10,1,0,1,1,1,794.25
Female,37,1,0,0,0,0,695.05
Female,2,1,1,1,1,1,160.8
Male,55,1,0,1,1,0,5552.05
Male,33,1,0,0,1,0,3275.15
Female,46,1,1,0,1,0,4236.6
Female,1,1,1,0,0,0,54.5
Female,20,1,0,0,1,1,1174.35
Male,9,1,0,0,0,1,741.7
Male,32,1,0,1,1,1,3019.25
Female,19,1,0,0,0,0,962.9
Female,70,1,1,0,0,1,4759.75
Female,61,1,0,0,0,0,1498.35
Male,26,1,0,0,0,0,1233.15
Male,45,1,0,1,1,0,4882.8
Male,62,1,0,1,0,0,5411.65
Male,1,1,0,0,0,1,19.65
Female,3,1,0,0,0,0,148.05
Female,41,1,0,0,1,0,3930.55
Male,67,1,1,1,1,0,6895.5
Male,1,1,0,1,0,1,84.65
Female,71,1,0,1,0,0,6856.95
Female,37,1,0,1,1,0,2658.8
Male,60,1,1,0,0,0,3766.2
Female,1,1,0,0,0,1,69.55
Female,6,1,0,0,0,0,129.55
Female,13,0,0,0,0,1,347.25
Female,11,1,0,0,0,0,581.7
Male,7,1,0,0,0,1,354.05
Female,10,1,0,1,1,0,929.45
Male,34,1,0,0,0,0,679.0
Female,62,1,1,0,1,0,3846.75
Male,64,1,1,0,1,0,4480.7
Female,1,1,0,0,0,1,44.35
Male,25,1,0,0,0,0,499.4
Female,26,1,0,0,0,0,1553.2
Male,10,1,0,0,0,0,219.5
Female,53,1,0,1,0,0,5311.85
Female,7,1,0,1,0,1,586.05
Male,33,1,0,0,0,0,2576.8
Female,71,1,0,0,1,0,6435.25
Female,29,1,0,0,0,0,1993.25
Male,24,1,1,1,1,0,1923.85
Male,20,1,0,0,0,0,939.8
Female,1,1,0,1,0,0,84.6
Male,54,1,0,0,0,1,3092.65
Female,5,1,0,1,0,1,415.55
Female,72,1,1,1,1,0,5986.55
Male,52,1,1,1,1,0,5487.0
Female,9,1,0,0,0,0,651.5
Female,1,1,0,0,0,0,45.4
Male,1,1,0,0,0,1,73.65
Male,33,1,1,1,1,1,2405.05
Female,55,1,0,0,0,1,4458.15
Male,69,1,1,1,1,0,6856.45
Male,1,1,0,0,0,0,50.75
Male,54,1,1,1,1,0,4735.2
Male,33,1,0,0,0,0,682.15
Male,45,1,1,1,0,0,4525.8
Female,11,0,0,0,0,0,321.05
Male,6,1,0,0,0,0,335.65
Male,21,1,0,1,0,0,1424.4
Female,65,1,0,0,0,0,1748.55
Female,6,1,0,0,1,1,474.9
Female,8,1,0,1,0,1,668.4
Male,11,1,1,0,0,1,926.25
Male,43,1,0,0,0,0,1077.95
Male,49,0,0,1,1,1,2541.25
Female,1,1,0,0,0,1,46.0
Male,15,1,0,0,1,1,1156.1
Male,60,1,0,0,0,0,3694.45
Male,17,0,0,0,0,0,382.8
Male,16,1,0,0,0,1,1167.8
Male,35,1,0,0,0,0,746.75
Male,44,1,0,0,1,1,3912.9
Female,12,0,1,0,0,0,368.85
Male,1,1,0,0,0,0,20.2
Female,28,1,1,0,0,0,1654.7
Male,70,1,0,0,0,0,1940.85
Female,5,1,0,0,0,1,221.7
Male,18,1,0,1,1,0,1794.65
Male,70,1,1,1,1,0,5289.8
Female,9,1,0,0,0,0,501.2
Female,67,1,1,1,0,0,6140.85
Female,1,1,0,0,0,0,48.45
Female,18,1,0,0,0,0,309.25
Male,4,1,0,0,0,1,201.1
Male,71,1,0,0,0,0,6179.35
Male,30,1,0,1,0,1,2838.7
Male,1,1,0,0,0,0,55.7
Female,55,1,0,0,0,0,4589.85
Male,59,1,1,1,0,0,3735.45
Female,1,1,0,0,0,1,70.15
Female,7,1,0,0,0,0,477.55
Male,45,1,1,0,0,0,2553.7
Female,54,1,0,0,0,0,1342.15
Male,51,1,0,0,0,0,1216.35
Female,72,1,0,1,1,0,7578.05
Male,44,1,1,0,0,0,2603.95
Male,2,1,0,0,0,0,42.7
Female,66,1,0,1,0,0,6056.9
Male,68,0,0,1,0,0,2983.65
Female,31,1,0,0,0,0,689.35
Female,21,1,0,1,1,0,2025.1
Male,21,1,0,0,0,0,1747.2
Female,55,1,1,1,1,0,4657.95
Male,9,0,0,1,0,1,296.1
Male,71,1,1,1,1,0,8016.6
Female,1,1,0,0,1,1,81.1
Male,22,1,0,0,0,0,433.5
Female,1,1,0,0,0,1,20.55
Female,61,1,1,1,1,1,6428.4
Female,67,1,1,1,1,0,5883.85
Female,14,1,0,0,0,0,1043.8
Male,59,1,1,1,0,1,6252.9
Male,21,1,0,1,0,0,1857.25
Male,4,0,1,0,0,0,146.4
Female,3,1,0,1,1,1,240.45
Male,70,1,0,0,0,0,1724.15
Female,3,1,1,1,1,1,315.3
Male,21,1,0,0,0,0,429.55
Male,20,1,0,0,0,0,356.15
Male,22,1,0,0,0,0,488.25
Male,1,1,0,0,1,1,55.7
Female,63,1,0,0,0,0,1298.7
Female,70,1,0,0,0,0,1378.75
Male,13,1,0,0,0,1,973.45
Female,5,1,0,1,0,0,384.25
Female,72,1,1,1,1,0,8543.25
Female,13,0,0,0,0,0,389.95
Male,61,1,1,0,1,0,5731.85
Male,1,1,0,0,0,0,20.65
Female,56,1,1,0,0,0,4275.75
Female,4,1,0,0,0,0,84.5
Male,35,1,0,0,0,0,1924.1
Female,18,0,0,1,0,1,669.85
Male,72,1,0,1,1,0,5784.3
Female,49,1,1,0,1,0,5166.2
Female,44,1,1,0,0,0,4060.55
Female,3,1,1,1,0,1,267.4
Female,37,1,0,0,1,0,3532.85
Male,61,1,0,1,1,0,4914.8
Male,70,1,1,0,1,0,5315.8
Female,1,1,0,0,0,1,69.85
Female,41,1,0,0,0,0,775.6
Male,70,1,1,0,1,0,5445.95
Female,1,1,0,1,0,1,53.55
Male,51,1,0,0,0,0,1007.8
Female,42,1,0,0,0,0,833.55
Female,70,1,1,0,0,1,6579.05
Male,48,1,0,0,0,0,1004.5
Male,68,1,1,1,1,1,7856.0
Female,48,1,0,0,0,0,1183.05
Female,26,1,0,0,1,1,2169.75
Male,11,1,0,0,0,1,896.9
Male,1,1,0,0,0,1,19.3
Female,27,1,0,0,0,0,501.35
Female,46,1,0,1,0,0,4126.35
Male,1,1,0,0,0,1,49.65
Female,46,1,1,0,0,1,2460.15
Male,25,1,0,0,0,0,477.6
Male,4,1,0,1,1,1,370.65
Male,13,1,0,0,0,0,265.75
Male,31,1,1,0,1,0,2424.45
Female,23,1,0,1,0,0,1849.95
Female,2,1,0,0,0,0,61.05
Female,65,1,0,0,0,0,1698.55
Male,22,1,1,1,0,1,1910.6
Female,55,1,0,0,0,0,998.1
Male,9,1,1,1,0,1,890.6
Male,7,1,0,0,0,1,529.5
Female,35,0,1,1,0,0,1383.6
Male,6,1,1,1,1,0,493.4
Female,1,1,0,0,0,1,48.6
Male,17,1,0,0,0,0,1207.0
Male,10,1,0,1,0,0,563.5
Male,15,1,1,0,0,0,864.55
Female,40,0,0,1,1,1,2109.35
Female,13,1,1,0,0,0,701.05
Male,29,1,0,0,0,1,2265.25
Female,3,1,0,0,0,1,220.6
Female,58,1,1,1,1,0,5749.8
Female,45,1,1,0,0,0,2796.45
Female,72,1,1,0,0,0,5165.7
Male,68,1,0,0,0,0,5696.6
Male,1,1,0,0,0,1,20.2
Female,38,1,0,0,0,0,2076.05
Male,2,1,0,0,0,0,44.2
Male,11,1,0,0,0,0,215.25
Female,20,1,0,1,1,0,1859.5
Male,72,1,0,1,1,0,7470.1
Female,3,1,0,0,0,1,229.5
Male,23,1,1,1,1,1,2470.1
Male,40,1,1,0,0,0,2092.9
Male,62,1,0,0,1,0,5629.55
Female,22,1,0,0,0,0,469.85
Female,11,1,0,0,1,0,733.95
Male,7,1,0,0,0,0,485.25
Female,13,1,0,1,0,1,1244.5
Male,1,1,0,0,0,1,20.05
Female,39,1,0,1,1,1,3994.45
Male,3,0,0,0,0,0,78.25
Male,58,1,0,0,0,0,1131.5
Male,6,1,0,0,0,0,184.05
Female,1,1,0,0,0,1,19.9
Female,22,1,0,0,0,0,1178.75
Male,14,0,0,1,1,1,667.7
Male,64,1,0,0,1,0,5629.15
Male,1,1,0,0,0,1,19.95
Male,6,1,0,0,0,0,109.3
Male,1,1,0,0,1,1,79.6
Male,39,1,0,0,0,0,958.45
Female,20,1,0,0,0,0,403.15
Male,1,1,1,0,0,1,75.9
Male,1,1,0,0,0,1,76.2
Male,64,1,0,1,0,0,4392.5
Male,1,1,0,0,0,1,19.25
Female,46,1,0,1,1,0,3168.0
Female,28,0,0,0,1,0,1096.6
Female,33,1,0,0,0,0,669.45
Male,39,1,0,0,0,0,2343.85
Female,42,1,1,0,0,1,3588.4
Female,1,1,0,0,0,0,48.6
Female,7,1,0,1,0,1,522.95
Male,70,1,0,1,1,0,7511.9
Male,65,1,0,0,0,0,1725.0
Male,1,1,0,0,0,0,49.75
Male,18,1,0,1,1,0,1691.9
Male,24,1,0,1,1,0,2248.05
Male,63,1,1,0,1,0,4479.2
Female,44,1,0,1,1,0,3471.1
Male,4,1,0,0,0,0,63.0
Female,1,1,0,0,0,1,70.25
Female,37,1,0,1,1,0,3314.15
Female,10,1,0,0,1,1,865.55
Male,34,0,0,0,0,0,852.7
Male,35,0,0,1,1,0,1930.9
Female,4,1,0,0,0,0,91.4
Female,39,1,1,1,1,0,3949.15
Male,43,1,0,1,1,0,4304.0
Female,17,1,0,0,0,1,409.9
Female,61,1,0,0,0,0,1554.9
Female,49,1,0,0,1,0,3472.05
Male,4,1,0,0,0,0,117.8
Female,64,0,1,0,1,0,3210.35
Male,3,1,0,0,0,0,207.4
Male,1,1,0,0,0,0,19.75
Male,40,1,0,0,0,0,3132.75
Female,1,1,1,0,0,1,60.0
Male,8,1,0,0,1,1,649.65
Female,1,1,0,0,0,1,20.85
Female,34,1,1,1,0,0,2106.3
Female,1,0,0,0,1,0,35.0
Female,39,0,0,1,1,1,2011.4
Female,58,1,1,1,1,1,6205.5
Male,45,1,0,0,0,0,903.7
Male,6,1,0,1,0,1,503.6
Male,43,1,1,0,0,0,3882.3
Male,41,1,0,0,0,0,879.8
Male,5,1,0,0,0,0,383.65
Male,72,0,1,1,1,0,4390.25
Male,4,1,0,0,0,0,68.2
Male,9,1,1,0,0,0,452.8
Male,72,1,0,1,1,0,5329.0
Female,33,1,1,0,0,0,1758.9
Female,72,1,0,0,0,0,5737.6
Male,22,1,1,0,0,1,1152.7
Female,70,1,1,1,1,1,7674.55
Male,21,1,0,1,1,1,2157.95
Male,15,1,0,1,0,0,1219.85
Male,29,1,1,0,0,0,2414.55
Female,15,1,1,1,1,0,1155.6
Male,71,1,0,1,1,1,7548.1
Male,72,1,0,0,0,0,1809.35
Female,19,1,0,1,0,0,1564.4
Male,1,1,0,0,0,0,19.65
Female,1,1,0,0,0,1,75.7
Female,2,1,0,0,0,0,84.4
Female,11,1,0,0,0,0,864.85
Female,12,1,0,0,0,0,228.75
Female,70,1,1,1,1,0,7752.05
Female,20,1,0,1,0,1,1951.0
Female,23,1,0,0,0,0,470.6
Male,49,1,1,0,1,0,4060.9
Female,4,1,0,1,1,1,384.5
Male,32,1,1,1,1,1,3432.9
Male,2,1,0,0,1,0,108.65
Male,69,0,0,1,1,0,3952.65
Male,6,1,0,1,0,1,463.05
Female,24,1,0,0,0,0,494.05
Female,32,1,0,1,1,0,3416.85
Female,27,1,0,0,0,0,1498.65
Female,27,1,1,1,1,1,2867.75
Male,58,1,1,0,0,0,4807.35
Male,1,1,0,0,0,1,71.35
Female,18,1,0,0,0,0,471.35
Female,47,1,0,0,0,0,1041.8
Female,70,1,1,1,1,0,7689.8
Female,13,1,1,0,0,1,1132.35
Female,36,1,0,0,0,0,1815.0
Male,67,1,0,0,0,0,1311.3
Female,10,1,0,0,0,0,199.45
Male,19,1,0,0,1,0,1637.3
Female,71,1,0,0,0,0,1326.35
Male,72,1,1,1,1,0,6376.55
Female,48,1,0,0,0,0,935.9
Male,1,1,0,0,0,0,20.05
Male,18,1,1,1,1,0,1611.15
Male,1,1,0,0,0,1,20.6
Male,67,1,1,1,1,0,6989.7
Male,69,0,1,0,0,0,2779.5
Male,19,1,0,1,1,1,1931.75
Male,72,1,1,1,1,0,8331.95
Female,38,1,0,0,0,0,735.9
Male,40,1,0,0,1,0,2283.3
Female,61,1,0,0,0,0,1445.2
Female,10,1,0,0,0,1,818.05
Male,32,1,1,1,0,0,2333.05
Female,21,1,0,1,1,0,1992.55
Female,59,1,0,1,1,0,5890.0
Female,13,1,0,0,0,1,916.75
Female,47,1,0,0,0,0,1029.8
Male,69,1,0,0,0,0,1796.55
Male,2,1,0,0,0,0,33.7
Female,22,1,0,0,0,0,454.05
Male,15,1,0,1,0,0,1392.25
Female,53,1,0,0,0,0,1049.6
Female,28,1,0,0,0,0,734.6
Male,22,1,0,0,0,0,475.1
Female,1,1,0,0,0,1,70.15
Male,16,1,1,0,1,0,1540.05
Female,48,0,1,0,0,0,1978.65
Male,30,1,1,1,0,0,3181.8
Female,3,1,0,0,0,0,229.7
Male,57,1,1,0,1,0,5625.55
Female,68,1,0,0,1,1,6581.9
Female,23,1,1,1,0,0,1347.15
Female,65,1,1,1,0,0,3808.2
Male,44,1,0,1,1,0,3974.15
Female,71,1,0,1,1,0,7661.8
Female,37,1,1,0,0,0,2479.25
Female,12,1,0,0,0,0,266.6
Male,69,1,1,1,1,0,5601.4
Female,35,1,0,0,0,0,1982.6
Male,5,1,1,0,1,0,339.9
Male,58,1,0,1,0,0,4828.05
Male,72,1,1,0,1,0,5980.55
Male,72,1,1,0,0,0,4808.7
Female,1,1,0,0,0,0,20.3
Female,39,1,1,1,0,1,3692.85
Male,53,1,0,0,0,0,1068.15
Female,27,1,1,0,1,0,2383.6
Female,1,1,0,0,0,1,69.65
Female,1,1,0,1,1,1,89.3
Female,18,1,0,0,0,0,1438.05
Male,46,1,0,0,0,0,917.45
Female,72,1,1,1,1,0,6096.45
Female,36,1,1,0,1,1,3078.1
Female,4,0,0,0,0,0,99.95
Female,25,1,0,0,0,0,475.2
Female,40,0,0,1,1,0,2036.55
Male,63,1,0,1,1,0,6444.05
Female,15,1,1,0,1,1,1426.75
Male,14,1,0,0,0,0,767.55
Male,72,1,1,1,1,0,7932.5
Male,39,1,0,1,1,0,4040.65
Female,47,0,0,1,1,0,2768.65
Male,19,1,1,0,0,0,1672.35
Female,5,1,0,1,0,1,474.8
Female,13,0,0,0,1,1,446.1
Female,17,1,0,0,0,0,1345.65
Male,34,1,0,0,0,0,2425.4
Female,42,1,0,0,0,0,2077.95
Male,5,1,0,0,0,1,416.3
Female,71,1,0,0,0,0,1663.5
Male,19,1,0,1,0,0,1286.05
Female,2,1,0,0,0,1,35.85
Male,57,1,0,0,0,0,1094.35
Male,72,1,1,1,1,0,7719.5
Female,6,1,0,0,1,0,514.6
Female,17,1,0,0,1,1,1451.6
Male,61,1,0,1,1,0,4932.5
Male,1,1,0,0,0,1,71.0
Male,48,1,1,1,1,0,5443.65
Male,16,1,0,0,0,0,330.25
Male,9,1,0,0,1,1,746.5
Female,3,1,0,0,0,0,122.7
Male,1,1,0,0,0,1,44.4
Male,65,1,0,1,1,0,6631.85
Female,70,1,1,1,1,0,8250.0
Male,60,1,0,1,0,0,3561.15
Female,69,1,0,0,0,0,1763.55
Female,35,1,0,0,0,0,2419.0
Female,22,1,0,0,0,0,470.2
Male,66,1,0,1,1,0,5234.95
Male,1,1,0,0,0,1,70.3
Female,1,1,0,1,0,1,79.35
Male,34,1,0,0,1,0,3097.0
Female,72,1,0,0,0,0,1709.1
Male,31,0,1,1,1,0,1848.8
Male,30,1,0,0,0,0,723.3
Female,9,1,0,1,1,1,809.75
Male,20,1,0,0,0,1,1470.95
Male,19,0,0,0,0,0,577.15
Female,65,1,0,1,1,0,6914.95
Female,30,1,0,0,0,0,602.9
Male,6,1,0,0,0,0,124.4
Female,2,0,0,1,1,0,96.8
Male,53,1,1,0,1,0,3827.9
Male,7,1,0,0,0,0,533.05
Female,61,1,0,0,0,0,2961.4
Male,70,0,0,1,1,1,3264.45
Female,13,1,0,1,1,0,995.35
Male,35,1,0,0,0,0,2815.25
Female,2,1,0,0,0,0,154.8
Female,3,1,0,0,0,1,246.3
Female,3,1,0,0,0,0,257.6
Female,62,1,0,1,1,0,5757.2
Male,72,1,1,0,1,0,7517.7
Male,63,1,0,0,0,0,1234.8
Male,20,1,0,0,0,1,1389.2
Female,35,1,1,1,1,0,3836.3
Male,21,1,0,0,0,1,1474.75
Male,62,1,0,0,1,0,6001.45
Female,15,1,0,0,0,0,720.1
Female,55,1,0,0,0,0,2832.75
Female,11,1,0,0,0,0,472.25
Female,17,1,0,1,0,1,1460.65
Female,61,1,0,0,0,0,1336.35
Female,71,1,1,1,1,0,6388.65
Female,2,1,0,0,0,1,153.05
Male,35,1,0,0,0,0,677.9
Female,17,1,0,0,0,0,1165.6
Female,21,1,0,1,1,1,2119.5
Female,47,1,0,0,0,0,921.55
Female,3,1,0,0,0,0,72.0
Male,3,1,0,0,0,0,68.35
Male,44,1,0,0,0,0,847.25
Female,1,1,0,0,0,0,44.0
Female,44,1,0,0,1,0,4295.35
Male,5,1,0,0,0,1,135.0
Male,24,1,0,0,0,1,1400.55
Female,1,1,0,0,0,1,69.65
Female,18,1,0,0,0,0,1380.4
Female,10,1,0,1,1,1,1060.2
Female,65,1,0,0,1,0,4386.2
Female,1,1,0,0,1,1,86.0
Female,53,1,0,1,1,1,5785.5
Male,3,1,0,0,0,0,52.05
Male,33,1,1,0,0,0,2018.4
Male,3,0,0,0,0,1,79.45
Female,34,1,1,1,1,0,2727.3
Female,14,1,0,0,0,0,263.65
Female,13,1,0,0,0,0,275.4
Male,46,0,1,1,1,1,2816.65
Male,23,1,0,0,0,0,538.5
Female,47,1,0,0,0,0,948.9
Male,17,1,0,0,0,0,846.8
Female,49,1,0,1,1,1,4783.5
Male,59,0,0,1,1,0,2997.45
Female,69,1,1,1,1,0,5897.4
Male,11,0,0,1,0,1,470.6
Male,10,1,0,0,0,0,524.5
Male,12,1,0,0,0,0,269.65
Male,45,1,0,1,1,1,4740.0
Female,39,1,0,1,0,0,2341.5
Male,71,1,0,0,0,0,1789.65
Male,71,1,0,0,0,0,1626.4
Female,33,1,0,0,0,0,800.3
Male,67,1,0,0,0,0,5060.85
Male,37,0,0,0,0,1,1448.8
Male,49,1,0,1,0,1,4254.85
Female,9,1,0,0,0,0,466.6
Male,52,1,1,0,0,0,4627.8
Female,70,1,0,1,1,0,6838.6
Male,1,1,0,0,1,0,85.0
Female,14,1,0,0,0,1,1101.85
Male,1,1,0,0,0,0,44.3
Male,1,1,0,0,0,1,20.2
Female,52,1,0,0,0,0,4297.6
Male,6,1,0,1,0,0,414.1
Male,7,0,0,0,0,0,256.6
Female,47,1,0,0,0,1,3969.35
Female,26,1,1,0,0,0,2274.1
Male,25,1,1,0,0,0,1296.8
Male,69,1,0,0,0,0,1268.85
Female,72,1,1,1,1,0,8192.6
Male,4,1,0,0,0,0,59.25
Male,59,1,0,0,0,0,1147.85
Male,67,1,0,0,1,0,4361.55
Female,26,1,0,0,1,0,2006.1
Female,27,1,1,1,1,0,2078.95
Male,72,1,0,1,1,0,7609.75
Female,6,1,1,0,1,0,487.05
Male,62,1,0,0,0,0,1218.45
Male,20,1,1,1,0,0,1416.2
Male,6,1,1,1,1,0,483.3
Male,51,1,0,0,0,0,1234.6
Female,61,1,0,0,0,0,1311.6
Male,62,1,0,0,0,0,5618.3
Female,72,1,1,0,0,0,6185.15
Male,13,1,0,1,1,1,1237.85
Male,5,1,0,1,1,1,498.1
Male,3,1,0,1,1,1,294.45
Female,26,1,0,0,1,1,2381.55
Male,13,1,0,1,0,0,788.35
Female,38,1,0,0,0,0,756.4
Female,8,1,0,0,1,1,613.4
Male,34,1,1,1,1,0,3625.2
Male,18,0,0,0,0,0,550.35
Male,56,1,1,0,0,0,4793.8
Female,36,0,1,0,0,0,1267.2
Female,9,0,0,1,1,1,442.2
Male,1,1,0,1,0,1,84.85
Male,12,1,1,0,0,1,654.85
Female,57,1,1,1,0,0,5567.45
Female,42,1,1,0,1,1,3160.55
Female,33,1,0,0,0,1,740.3
Male,70,1,1,0,0,0,5706.2
Female,68,0,1,0,1,0,3085.35
Male,1,0,0,0,0,0,24.7
Female,37,1,1,1,1,0,3541.4
Female,4,1,0,0,0,0,84.2
Male,1,1,0,0,0,0,50.7
Male,20,0,1,1,0,0,1165.55
Male,72,1,1,1,0,0,4855.35
Female,31,1,0,0,1,1,2806.9
Male,18,1,0,0,1,1,1422.65
Male,11,1,0,1,0,0,608.15
Female,33,1,0,0,0,0,641.35
Female,62,1,0,1,0,0,4959.15
Female,1,0,1,0,0,0,35.9
Male,16,1,0,0,0,0,1321.3
Male,22,1,1,1,1,0,1663.75
Female,49,1,1,0,0,0,3024.15
Male,36,1,0,0,1,0,2188.5
Male,42,1,1,0,1,1,4138.05
Male,4,0,0,0,0,1,102.5
Female,12,1,1,1,1,1,872.65
Female,31,1,1,0,0,0,2724.25
Male,5,1,0,0,1,0,413.25
Male,66,1,0,0,0,0,1374.2
Female,15,1,1,0,0,1,757.1
Male,64,1,0,1,1,0,6692.65
Male,10,1,0,0,0,0,218.5
Male,7,1,1,1,0,1,608.8
Male,29,0,1,0,0,0,1004.75
Male,57,1,0,0,0,0,1125.6
Female,46,1,0,0,0,0,3847.6
Male,53,1,0,0,0,0,978.0
Female,17,1,1,1,1,0,1387.35
Female,38,1,0,0,0,0,746.05
Male,15,1,0,0,0,0,304.6
Female,22,0,0,1,1,0,1098.85
Male,14,1,0,0,1,1,1139.2
Female,57,1,1,1,0,0,4368.95
Male,11,1,0,0,1,0,827.7
Female,1,1,0,0,0,0,20.35
Male,12,1,0,0,0,0,262.05
Male,3,1,0,1,1,1,279.55
Male,36,1,0,1,1,0,3512.5
Male,16,1,0,1,1,1,1483.25
Male,65,1,0,0,1,1,4653.85
Male,2,1,0,0,0,0,151.75
